🕘️更新时间,#genre#
2026-09-13 13:52:58,https://cdn16.123.rr.kg/163189/gzzh

🍄┃广东频道,#genre#
广州综合,https://cdn16.123.rr.kg/163189/gzzh
广州综合,http://cdn16.123.rr.kg/163189/gzzh
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州综合,https://168.sryze.cc/163189/gzzh
广州新闻,https://cdn16.123.rr.kg/163189/gzxw
广州新闻,http://cdn16.123.rr.kg/163189/gzxw
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州新闻,https://168.sryze.cc/163189/gzxw
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-34.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-38.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-32.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-2.m3u8
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广州影视频道,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州影视频道,https://stream1.freetv.fun/yan-zhou-ying-shi-6.ctv
广州影视频道,https://stream1.freetv.fun/yan-zhou-ying-shi-15.ctv
广州影视频道,https://stream1.freetv.fun/yan-zhou-ying-shi-7.ctv
广州影视频道,https://stream1.freetv.fun/yan-zhou-ying-shi-28.ctv
广州电视台影视频道,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州电视台影视频道,https://stream1.freetv.fun/yan-zhou-ying-shi-6.ctv
广州电视台影视频道,https://stream1.freetv.fun/yan-zhou-ying-shi-15.ctv
广州电视台影视频道,https://stream1.freetv.fun/yan-zhou-ying-shi-7.ctv
广州电视台影视频道,https://stream1.freetv.fun/yan-zhou-ying-shi-28.ctv
广州电视台法治频道,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州南国都市频道,https://cdn15.123.rr.kg/163189/ngds
广州南国都市频道,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广州南国都市频道,https://cdn15.163189.xyz/163189/ngds
4K南国都市频道,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广州竞赛频道,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州竞赛频道,https://stream1.freetv.fun/yan-zhou-jing-sai-34.ctv
广州竞赛频道,https://stream1.freetv.fun/yan-zhou-jing-sai-38.ctv
广州竞赛频道,https://stream1.freetv.fun/yan-zhou-jing-sai-32.ctv
广州竞赛频道,https://stream1.freetv.fun/yan-zhou-jing-sai-2.m3u8
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8
广东珠江,https://cdn.123.rr.kg/163189/gdzj
广东珠江,http://gxyd.484947.xyz/PLTV/77777777/224/3221225717/index.m3u8?servicetype=2
广东珠江,https://2.fast.hidns.vip/163189/gdzj
广东珠江,https://gx.484947.xyz/PLTV/77777777/224/3221225717/index.m3u8
广东新闻,https://www.gdtv.cn/tvChannelDetail/45
广东新闻,http://www.3344.uk:8888/udp/239.77.0.173:5146
广东新闻,https://hls-gateway.vpstv.net/streams/708873.m3u8
广东卫视,http://iptv.huuc.edu.cn/hls/gdhd.m3u8
广东卫视,https://zby.130519.xyz/PLTV/11/224/3221225731/index.m3u8
广东卫视,http://fn.gcl.de5.net:5908/gsh950428/608831231
广东卫视,http://emby.xlangnan.cn:10316/rtp/239.254.200.56:8048
广东卫视,http://wangfei.uno:9999/rtp/225.1.2.151:10924
广东民生,https://www.gdtv.cn/tvChannelDetail/48
广东民生,http://tv1288.xyz/douyin.php?type=rid&rid=gdtvdvxc
广东民生,http://www.3344.uk:8888/udp/239.77.0.225:5146
大湾区卫视,https://7612-5516-affc-d88b.kylintv.tv/live/tvs_iphone.m3u8
大湾区卫视,http://fn.gcl.de5.net:5908/gsh950428/608917627
大湾区卫视,http://www.3344.uk:8888/udp/239.77.0.215:5146
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
广东体育,https://cdn.123.rr.kg/163189/gdty
广东体育,https://www.gdtv.cn/tvChannelDetail/47
广东体育,https://2.fast.hidns.vip/163189/gdty
广东体育,http://www.3344.uk:8888/udp/239.77.0.112:5146
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-2.ctv
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-7.ctv
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-1.ctv
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-6.ctv
江门综合,https://stream1.freetv.fun/jiang-men-zong-he-4.ctv
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-7.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-9.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-17.ctv
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-22.ctv
深圳卫视,http://iptv.huuc.edu.cn/hls/szhd.m3u8
深圳卫视,https://zby.130519.xyz/PLTV/11/224/3221225728/index.m3u8
深圳卫视,http://emby.xlangnan.cn:10316/rtp/239.254.200.50:8020
深圳卫视,http://wangfei.uno:9999/rtp/225.1.2.91:10540
深圳卫视,http://czkeji.vip:9000/rtp/239.252.219.212:5140
汕头综合,http://www.3344.uk:8888/udp/239.253.43.45:5146
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-5.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-9.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-3.ctv
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-4.ctv
汕头经济,http://www.3344.uk:8888/udp/239.253.43.46:5146
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-1.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-6.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-3.ctv
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-4.ctv
纪实人文,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000010282/index.m3u8?channel-id=bestzb&Contentid=5000000004000010282&livemode=1&stbId=3
纪实人文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
纪实人文,https://stream1.freetv.fun/ipv6-ji-shi-ren-wen-12.m3u8
纪实科教,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000001910/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001910&livemode=1&stbId=3
纪实科教,https://hls-gateway.vpstv.net/streams/708837.m3u8
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225729/index.m3u8
金鹰纪实,http://iptv.huuc.edu.cn/hls/gedocu.m3u8
金鹰纪实,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226667/1.m3u8
金鹰纪实,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226667/1.m3u8
金鹰纪实,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000334/index.m3u8?IASHttpSessionId=
金鹰纪实,https://hls-gateway.vpstv.net/streams/708834.m3u8
超级综艺,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000004000023658/index.m3u8?channel-id=ystenlive&Contentid=1000000004000023658&livemode=1&stbId=YanG-1989
超级综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010062/1.m3u8
超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225714/index.m3u8

🍉┃咪咕频道,#genre#
CCTV-01咪咕,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV-01咪咕,https://zby.130519.xyz/PLTV/11/224/3221225673/index.m3u8
CCTV-01咪咕,https://zby.130519.xyz/PLTV/11/224/3221225723/index.m3u8
CCTV-01咪咕,https://zby.130519.xyz/PLTV/11/224/3221225770/index.m3u8
CCTV-01咪咕,https://zby.130519.xyz/PLTV/11/224/3221226163/index.m3u8
CCTV-02咪咕,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8
CCTV-02咪咕,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8
CCTV-02咪咕,https://cdn16.123.rr.kg/163189/cctv2
CCTV-02咪咕,http://fn.gcl.de5.net:5908/gsh950428/631780532
CCTV-02咪咕,http://emby.xlangnan.cn:10316/rtp/239.254.200.158:6000
CCTV-03咪咕,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8
CCTV-03咪咕,https://zby.130519.xyz/PLTV/11/224/3221225766/index.m3u8
CCTV-03咪咕,https://zby.130519.xyz/PLTV/11/224/3221226165/index.m3u8
CCTV-03咪咕,https://cdn16.123.rr.kg/163189/cctv3
CCTV-03咪咕,http://fn.gcl.de5.net:5908/gsh950428/624878271
CCTV-04咪咕,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8
CCTV-04咪咕,https://zby.130519.xyz/PLTV/11/224/3221226124/index.m3u8
CCTV-04咪咕,https://0832-1dbe-95df-5158.kylintv.tv/live/cctv4hd_iphone.m3u8
CCTV-04咪咕,https://cdn16.123.rr.kg/163189/cctv4
CCTV-04咪咕,http://emby.xlangnan.cn:10316/rtp/239.254.200.190:6307
CCTV-05咪咕,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8
CCTV-05咪咕,https://zby.130519.xyz/PLTV/11/224/3221225734/index.m3u8
CCTV-05咪咕,https://zby.130519.xyz/PLTV/11/224/3221226146/index.m3u8
CCTV-05咪咕,https://0832-1dbe-95df-5158.kylintv.tv/live/cctv5hd_iphone.m3u8
CCTV-05咪咕,https://cdn16.123.rr.kg/163189/cctv5
CCTV-06咪咕,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8
CCTV-06咪咕,https://zby.130519.xyz/PLTV/11/224/3221225741/index.m3u8
CCTV-06咪咕,https://zby.130519.xyz/PLTV/11/224/3221226148/index.m3u8
CCTV-06咪咕,https://0832-1dbe-95df-5158.kylintv.tv/live/cctv6hd_iphone.m3u8
CCTV-06咪咕,https://cdn16.123.rr.kg/163189/cctv6
CCTV-07咪咕,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8
CCTV-07咪咕,https://zby.130519.xyz/PLTV/11/224/3221225701/index.m3u8
CCTV-07咪咕,https://zby.130519.xyz/PLTV/11/224/3221226143/index.m3u8
CCTV-07咪咕,https://zby.130519.xyz/PLTV/11/224/3221226137/index.m3u8
CCTV-07咪咕,https://cdn16.123.rr.kg/163189/cctv7
CCTV-08咪咕,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8
CCTV-08咪咕,https://zby.130519.xyz/PLTV/11/224/3221225736/index.m3u8
